pathway_name,pathway_source,num_overlapping_metabolites,overlapping_metabolites,num_all_pathway_metabolites,P_metabolites,Q_metabolites
Transcriptional Regulation by TP53,Reactome,3,C00064;C00025;C00080,35 (37),0.0362,0.31
Vitamin B9 (folate) metabolism,EHMN,3,C00065;C00025;C00080,35 (35),0.0362,0.31
Thiamine metabolic pathways,Wikipathways,2,C00311;C00026,15 (21),0.0384,0.323
ceramide <i>de novo</i> biosynthesis,HumanCyc,2,C00065;C00080,15 (20),0.0384,0.323
Bile salt and organic anion SLC transporters,Reactome,2,C00158;C00080,15 (17),0.0384,0.323
putrescine degradation III,HumanCyc,2,C00334;C00080,15 (15),0.0384,0.323
Ethanol oxidation,Reactome,2,C00013;C00080,15 (15),0.0384,0.323
Ubiquinol biosynthesis,Reactome,2,C00013;C00080,15 (22),0.0384,0.323
Carnitine synthesis,Reactome,2,C00026;C00080,15 (15),0.0384,0.323
oxidative ethanol degradation III,HumanCyc,2,C00013;C00080,15 (15),0.0384,0.323
Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human),KEGG,6,C00829;C14797;C14796;C14845;C14843;C14798,121 (121),0.0407,0.332
phosphatidylserine biosynthesis II,HumanCyc,1,C00065,2 (4),0.0416,0.332
DNA Damage Recognition in GG-NER,Reactome,1,C00153,2 (2),0.0416,0.332
Minus-strand DNA synthesis,Reactome,1,C00013,2 (2),0.0416,0.332
Insulin receptor recycling,Reactome,1,C00080,2 (2),0.0416,0.332
Sodium/Proton exchangers,Reactome,1,C00080,2 (2),0.0416,0.332
Uptake and function of diphtheria toxin,Reactome,1,C00153,2 (2),0.0416,0.332
Presynaptic function of Kainate receptors,Reactome,1,C00025,2 (2),0.0416,0.332
Rhesus glycoproteins mediate ammonium transport.,Reactome,1,C00080,2 (2),0.0416,0.332
phosphatidylserine biosynthesis I,HumanCyc,1,C00065,2 (4),0.0416,0.332
Synaptic adhesion-like molecules,Reactome,1,C00025,2 (2),0.0416,0.332
PCNA-Dependent Long Patch Base Excision Repair,Reactome,1,C00013,2 (2),0.0416,0.332
thyronamine and iodothyronamine metabolism,HumanCyc,1,C00080,2 (11),0.0416,0.332
Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits,Reactome,1,C00334,2 (2),0.0416,0.332
Protein-protein interactions at synapses,Reactome,1,C00025,2 (2),0.0416,0.332
GABA A receptor activation,Reactome,1,C00334,2 (2),0.0416,0.332
GABA A (rho) receptor activation,Reactome,1,C00334,2 (2),0.0416,0.332
Esomeprazole Metabolism Pathway,SMPDB,1,C00080,2 (2),0.0416,0.332
Conversion from APC/C:Cdc20 to APC/C:Cdh1 in late anaphase,Reactome,1,C00013,2 (2),0.0416,0.332
Activation of G protein gated Potassium channels,Reactome,1,C00334,2 (2),0.0416,0.332
Lansoprazole Metabolism Pathway,SMPDB,1,C00080,2 (2),0.0416,0.332
Gap-filling DNA repair synthesis and ligation in GG-NER,Reactome,1,C00013,2 (2),0.0416,0.332
G protein gated Potassium channels,Reactome,1,C00334,2 (2),0.0416,0.332
Reverse Transcription of HIV RNA,Reactome,1,C00013,2 (2),0.0416,0.332
Early Phase of HIV Life Cycle,Reactome,1,C00013,2 (2),0.0416,0.332
Degradation of AXIN,Reactome,1,C00153,2 (2),0.0416,0.332
SALM protein interactions at the synapse,Wikipathways,1,C00025,2 (2),0.0416,0.332
Gap-filling DNA repair synthesis and ligation in TC-NER,Reactome,1,C00013,2 (2),0.0416,0.332
Selenocysteine synthesis,Reactome,2,C00013;C00080,16 (20),0.0433,0.34
Oxidative phosphorylation - Homo sapiens (human),KEGG,2,C00013;C00080,16 (16),0.0433,0.34
Ketone body metabolism,Reactome,2,C00013;C00080,16 (16),0.0433,0.34
Base Excision Repair,Reactome,2,C00013;C00153,16 (22),0.0433,0.34
catecholamine biosynthesis,HumanCyc,2,C05422;C00080,16 (16),0.0433,0.34
Omega-3 fatty acid metabolism,EHMN,2,C00013;C00080,16 (16),0.0433,0.34
Ubiquinol biosynthesis,Wikipathways,2,C00013;C00080,16 (24),0.0433,0.34
Ketone body metabolism,Wikipathways,2,C00013;C00080,16 (16),0.0433,0.34
Pyrimidine catabolism,Reactome,3,C00080;C00475;C01205,38 (39),0.0446,0.346
Malonyl-coa decarboxylase deficiency,SMPDB,3,C00013;C00025;C00026,38 (38),0.0446,0.346
Malonic Aciduria,SMPDB,3,C00013;C00025;C00026,38 (38),0.0446,0.346
Propanoate Metabolism,SMPDB,3,C00013;C00025;C00026,38 (38),0.0446,0.346
Methylmalonic Aciduria Due to Cobalamin-Related Disorders,SMPDB,3,C00013;C00025;C00026,38 (38),0.0446,0.346
Glutathione metabolism - Homo sapiens (human),KEGG,3,C00077;C05422;C00025,38 (38),0.0446,0.346
Nicotinate metabolism,Wikipathways,3,C00013;C00153;C00080,38 (55),0.0446,0.346
Tyrosinemia_ transient_ of the newborn,SMPDB,4,C05581;C00080;C00025;C00026,65 (67),0.0467,0.358
Dopamine beta-hydroxylase deficiency,SMPDB,4,C05581;C00080;C00025;C00026,65 (67),0.0467,0.358
Tyrosine Metabolism,SMPDB,4,C05581;C00080;C00025;C00026,65 (67),0.0467,0.358
Alkaptonuria,SMPDB,4,C05581;C00080;C00025;C00026,65 (67),0.0467,0.358
Monoamine oxidase-a deficiency (MAO-A),SMPDB,4,C05581;C00080;C00025;C00026,65 (67),0.0467,0.358
Hawkinsinuria,SMPDB,4,C05581;C00080;C00025;C00026,65 (67),0.0467,0.358
Tyrosinemia Type I,SMPDB,4,C05581;C00080;C00025;C00026,65 (67),0.0467,0.358
Peroxisomal lipid metabolism,Reactome,3,C00013;C00026;C00080,39 (60),0.0476,0.364
stearate biosynthesis,HumanCyc,2,C00013;C00080,17 (17),0.0484,0.367
Vitamin B6 metabolism,INOH,2,C00025;C00026,17 (17),0.0484,0.367
ROS_ RNS production in phagocytes,Reactome,2,C00062;C00080,17 (21),0.0484,0.367
Synthesis of bile acids and bile salts via 24-hydroxycholesterol,Reactome,2,C00013;C00080,17 (29),0.0484,0.367
fatty acid &alpha;-oxidation III,HumanCyc,2,C00013;C00080,17 (22),0.0484,0.367
Signal Transduction,Reactome,9,C00077;C00013;C00062;C00153;C00025;C00026;C00080;C00334;C00047,228 (271),0.0485,0.368
Pyrimidine metabolism - Homo sapiens (human),KEGG,4,C00064;C21029;C01205;C00475,66 (66),0.049,0.37
DNA Repair,Reactome,3,C00013;C00153;C00026,40 (48),0.0507,0.382
Peroxisomal lipid metabolism,Wikipathways,3,C00013;C00080;C00026,40 (61),0.0507,0.382
Metabolism of ingested H2SeO4 and H2SeO3 into H2Se,Reactome,2,C00013;C00080,18 (18),0.0537,0.397
Biosynthesis of DHA-derived SPMs,Reactome,2,C00025;C00080,18 (72),0.0537,0.397
Ethanol Degradation,SMPDB,2,C00013;C00080,18 (18),0.0537,0.397
Iron uptake and transport,Wikipathways,2,C00158;C00080,18 (20),0.0537,0.397
Cystathionine Beta-Synthase Deficiency,SMPDB,3,C00065;C00013;C01026,41 (42),0.0539,0.397
S-Adenosylhomocysteine (SAH) Hydrolase Deficiency,SMPDB,3,C00065;C00013;C01026,41 (42),0.0539,0.397
Methionine Metabolism,SMPDB,3,C00065;C00013;C01026,41 (42),0.0539,0.397
Methionine Adenosyltransferase Deficiency,SMPDB,3,C00065;C00013;C01026,41 (42),0.0539,0.397
Glycine N-methyltransferase Deficiency,SMPDB,3,C00065;C00013;C01026,41 (42),0.0539,0.397
Hypermethioninemia,SMPDB,3,C00065;C00013;C01026,41 (42),0.0539,0.397
Methylenetetrahydrofolate Reductase Deficiency (MTHFRD),SMPDB,3,C00065;C00013;C01026,41 (42),0.0539,0.397
Homocystinuria-megaloblastic anemia due to defect in cobalamin metabolism_ cblG complementation type,SMPDB,3,C00065;C00013;C01026,41 (42),0.0539,0.397
Nucleobase biosynthesis,Wikipathways,3,C00087;C00013;C00080,41 (47),0.0539,0.397
Asparagine N-linked glycosylation,Reactome,5,C00064;C00013;C00074;C00025;C00080,98 (119),0.0541,0.398
Cellular responses to stress,Reactome,3,C00153;C00080;C00026,42 (48),0.0572,0.42
Histidine_ lysine_ phenylalanine_ tyrosine_ proline and tryptophan catabolism,Wikipathways,4,C00386;C00026;C00322;C00080,70 (91),0.0585,0.42
Nitrogen metabolism - Homo sapiens (human),KEGG,2,C00064;C00025,19 (19),0.0592,0.42
Retrograde endocannabinoid signaling - Homo sapiens (human),KEGG,2,C00334;C00025,19 (19),0.0592,0.42
pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis,HumanCyc,2,C00013;C00080,19 (19),0.0592,0.42
glycolysis,HumanCyc,2,C00074;C00080,19 (20),0.0592,0.42
Carbamazepine Metabolism Pathway,SMPDB,2,C16604;C00080,19 (19),0.0592,0.42
Ubiquinone Biosynthesis,SMPDB,2,C00013;C00080,19 (19),0.0592,0.42
Mitochondrial Beta-Oxidation of Short Chain Saturated Fatty Acids,SMPDB,2,C00013;C00080,19 (19),0.0592,0.42
Short-chain 3-hydroxyacyl-CoA dehydrogenase deficiency (SCHAD),SMPDB,2,C00013;C00080,19 (19),0.0592,0.42
Di-unsaturated fatty acid beta-oxidation,EHMN,2,C00013;C00080,19 (19),0.0592,0.42
The citric acid (TCA) cycle and respiratory electron transport,Wikipathways,3,C00158;C00026;C00080,43 (44),0.0606,0.42
SUMO is conjugated to E1 (UBA2:SAE1),Reactome,1,C00013,3 (3),0.0617,0.42
Trafficking and processing of endosomal TLR,Reactome,1,C00080,3 (3),0.0617,0.42
PD-1 signaling,Reactome,1,C00013,3 (3),0.0617,0.42
Agmatine biosynthesis,Reactome,1,C00062,3 (3),0.0617,0.42
Activation of Ca-permeable Kainate Receptor,Reactome,1,C00025,3 (3),0.0617,0.42
Reduction of cytosolic Ca++ levels,Reactome,1,C00080,3 (3),0.0617,0.42
Synthesis of active ubiquitin: roles of E1 and E2 enzymes,Reactome,1,C00013,3 (3),0.0617,0.42
Osteoclast Signaling,Wikipathways,1,C00080,3 (4),0.0617,0.42
The fatty acid cycling model,Reactome,1,C00080,3 (3),0.0617,0.42
Inositol transporters,Reactome,1,C00080,3 (4),0.0617,0.42
Huntington disease - Homo sapiens (human),KEGG,1,C00025,3 (3),0.0617,0.42
Influenza A - Homo sapiens (human),KEGG,1,C00080,3 (3),0.0617,0.42
Processing and activation of SUMO,Reactome,1,C00013,3 (3),0.0617,0.42
Resolution of AP sites via the single-nucleotide replacement pathway,Reactome,1,C00013,3 (3),0.0617,0.42
SUMOylation,Reactome,1,C00013,3 (3),0.0617,0.42
Activation of Na-permeable kainate receptors,Reactome,1,C00025,3 (3),0.0617,0.42
chondroitin and dermatan biosynthesis,HumanCyc,1,C00080,3 (4),0.0617,0.42
Activation of AMPA receptors,Reactome,1,C00025,3 (3),0.0617,0.42
Translesion synthesis by REV1,Reactome,1,C00013,3 (3),0.0617,0.42
Translesion synthesis by POLI,Reactome,1,C00013,3 (3),0.0617,0.42
Termination of translesion DNA synthesis,Reactome,1,C00013,3 (3),0.0617,0.42
RAB geranylgeranylation,Reactome,1,C00013,3 (3),0.0617,0.42
dermatan sulfate biosynthesis (late stages),HumanCyc,1,C00080,3 (3),0.0617,0.42
Azathioprine Metabolism Pathway,SMPDB,1,C16621,3 (3),0.0617,0.42
Sterol Regulatory Element-Binding Proteins (SREBP) signalling,Wikipathways,1,C00064,3 (5),0.0617,0.42
Inwardly rectifying K+ channels,Reactome,1,C00334,3 (3),0.0617,0.42
Trafficking and processing of endosomal TLR,Wikipathways,1,C00080,3 (3),0.0617,0.42
ISG15 antiviral mechanism,Wikipathways,1,C00013,3 (3),0.0617,0.42
SUMOylation,Wikipathways,1,C00013,3 (3),0.0617,0.42
ISG15 antiviral mechanism,Reactome,1,C00013,3 (4),0.0617,0.42
Antiviral mechanism by IFN-stimulated genes,Reactome,1,C00013,3 (4),0.0617,0.42
tRNA processing in the mitochondrion,Wikipathways,1,C00013,3 (3),0.0617,0.42
Mitochondrial calcium ion transport,Wikipathways,1,C00080,3 (3),0.0617,0.42
Protein ubiquitination,Wikipathways,1,C00013,3 (3),0.0617,0.42
Disease,Reactome,4,C00013;C00153;C00026;C00080,72 (104),0.0637,0.424
Purine Nucleoside Phosphorylase Deficiency,SMPDB,4,C00064;C05512;C00013;C00025,72 (73),0.0637,0.424
Xanthine Dehydrogenase Deficiency (Xanthinuria),SMPDB,4,C00064;C05512;C00013;C00025,72 (73),0.0637,0.424
Adenylosuccinate Lyase Deficiency,SMPDB,4,C00064;C05512;C00013;C00025,72 (73),0.0637,0.424
AICA-Ribosiduria,SMPDB,4,C00064;C05512;C00013;C00025,72 (73),0.0637,0.424
Adenine phosphoribosyltransferase deficiency (APRT),SMPDB,4,C00064;C05512;C00013;C00025,72 (73),0.0637,0.424
Mitochondrial DNA depletion syndrome,SMPDB,4,C00064;C05512;C00013;C00025,72 (73),0.0637,0.424
Myoadenylate deaminase deficiency,SMPDB,4,C00064;C05512;C00013;C00025,72 (73),0.0637,0.424
Purine Metabolism,SMPDB,4,C00064;C05512;C00013;C00025,72 (73),0.0637,0.424
Molybdenum Cofactor Deficiency,SMPDB,4,C00064;C05512;C00013;C00025,72 (73),0.0637,0.424
Adenosine Deaminase Deficiency,SMPDB,4,C00064;C05512;C00013;C00025,72 (73),0.0637,0.424
Gout or Kelley-Seegmiller Syndrome,SMPDB,4,C00064;C05512;C00013;C00025,72 (73),0.0637,0.424
Lesch-Nyhan Syndrome (LNS),SMPDB,4,C00064;C05512;C00013;C00025,72 (73),0.0637,0.424
Xanthinuria type I,SMPDB,4,C00064;C05512;C00013;C00025,72 (73),0.0637,0.424
Xanthinuria type II,SMPDB,4,C00064;C05512;C00013;C00025,72 (73),0.0637,0.424
Infectious disease,Reactome,3,C00013;C00153;C00080,44 (55),0.0641,0.425
Epigenetic regulation of gene expression,Reactome,2,C00153;C00026,20 (24),0.0649,0.43
Metabolism of folate and pterines,Reactome,2,C00025;C00080,20 (25),0.0649,0.43
Synthesis of Leukotrienes (LT) and Eoxins (EX),Reactome,2,C00025;C00080,21 (28),0.0708,0.461
Class I MHC mediated antigen processing & presentation,Reactome,2,C00013;C00080,21 (24),0.0708,0.461
superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate),HumanCyc,2,C00013;C00080,21 (21),0.0708,0.461
folate transformations,HumanCyc,2,C00065;C00080,21 (21),0.0708,0.461
cholesterol biosynthesis II (via 24_25-dihydrolanosterol),HumanCyc,2,C00013;C00080,21 (32),0.0708,0.461
Vitamin B5 - CoA biosynthesis from pantothenate,EHMN,2,C00013;C00080,21 (21),0.0708,0.461
Gamma carboxylation_ hypusine formation and arylsulfatase activation,Wikipathways,2,C00013;C00080,21 (30),0.0708,0.461
Class I MHC mediated antigen processing & presentation,Wikipathways,2,C00013;C00080,21 (24),0.0708,0.461
Folate metabolism,INOH,3,C00065;C00074;C00025,46 (46),0.0713,0.461
Pyruvate Dehydrogenase Complex Deficiency,SMPDB,3,C00013;C00074;C00080,46 (46),0.0713,0.461
Primary hyperoxaluria II_ PH2,SMPDB,3,C00013;C00074;C00080,46 (46),0.0713,0.461
Pyruvate kinase deficiency,SMPDB,3,C00013;C00074;C00080,46 (46),0.0713,0.461
Leigh Syndrome,SMPDB,3,C00013;C00074;C00080,46 (46),0.0713,0.461
Pyruvate Metabolism,SMPDB,3,C00013;C00074;C00080,46 (46),0.0713,0.461
Pyruvate Decarboxylase E1 Component Deficiency (PDHE1 Deficiency),SMPDB,3,C00013;C00074;C00080,46 (46),0.0713,0.461
Branched-chain amino acid catabolism,Reactome,3,C00026;C00025;C00080,47 (47),0.075,0.48
Inositol phosphate metabolism - Homo sapiens (human),KEGG,3,C03660;C04287;C03659,47 (47),0.075,0.48
tryptophan degradation,HumanCyc,2,C00322;C00080,22 (22),0.0769,0.48
Synthesis of very long-chain fatty acyl-CoAs,Reactome,2,C00013;C00080,22 (27),0.0769,0.48
Transfer of Acetyl Groups into Mitochondria,SMPDB,2,C00158;C00080,22 (22),0.0769,0.48
Betaine Metabolism,SMPDB,2,C00013;C01026,22 (22),0.0769,0.48
Oxidation of Branched Chain Fatty Acids,SMPDB,2,C00013;C00026,22 (25),0.0769,0.48
Refsum Disease,SMPDB,2,C00013;C00026,22 (24),0.0769,0.48
Phytanic Acid Peroxisomal Oxidation,SMPDB,2,C00013;C00026,22 (24),0.0769,0.48
Tryptophan metabolism,EHMN,4,C00013;C00080;C00025;C00026,78 (78),0.0804,0.48
Oxygen-dependent asparagine hydroxylation of Hypoxia-inducible Factor Alpha,Reactome,1,C00026,4 (4),0.0814,0.48
Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha,Reactome,1,C00026,4 (4),0.0814,0.48
Regulation of Hypoxia-inducible Factor (HIF) by oxygen,Reactome,1,C00026,4 (4),0.0814,0.48
Cellular response to hypoxia,Reactome,1,C00026,4 (4),0.0814,0.48
thio-molybdenum cofactor biosynthesis,HumanCyc,1,C00080,4 (6),0.0814,0.48
XBP1(S) activates chaperone genes,Reactome,1,C00013,4 (4),0.0814,0.48
IRE1alpha activates chaperones,Reactome,1,C00013,4 (4),0.0814,0.48
Unfolded Protein Response (UPR),Reactome,1,C00013,4 (4),0.0814,0.48
Lamivudine  Action Pathway,SMPDB,1,C00013,4 (4),0.0814,0.48
Ionotropic activity of kainate receptors,Reactome,1,C00025,4 (4),0.0814,0.48
Pyrophosphate hydrolysis,Reactome,1,C00013,4 (4),0.0814,0.48
Activation of kainate receptors upon glutamate binding,Reactome,1,C00025,4 (4),0.0814,0.48
Biosynthesis of maresin conjugates in tissue regeneration (MCTR),Reactome,1,C00025,4 (8),0.0814,0.48
regulators of bone mineralization,BioCarta,1,C00013,4 (4),0.0814,0.48
Salmonella infection - Homo sapiens (human),KEGG,1,C00062,4 (4),0.0814,0.48
Downregulation of SMAD2/3:SMAD4 transcriptional activity,Reactome,1,C00153,4 (4),0.0814,0.48
Sodium-coupled sulphate_ di- and tri-carboxylate transporters,Reactome,1,C00158,4 (4),0.0814,0.48
no2-dependent il-12 pathway in nk cells,BioCarta,1,C00062,4 (4),0.0814,0.48
Cardiac muscle contraction - Homo sapiens (human),KEGG,1,C00080,4 (4),0.0814,0.48
Proton-coupled monocarboxylate transport,Reactome,1,C00080,4 (5),0.0814,0.48
Rheumatoid arthritis - Homo sapiens (human),KEGG,1,C00080,4 (4),0.0814,0.48
Antigen processing: Ubiquitination & Proteasome degradation,Reactome,1,C00013,4 (4),0.0814,0.48
Proton-coupled neutral amino acid transporters,Reactome,1,C00080,4 (4),0.0814,0.48
Bicarbonate transporters,Reactome,1,C00080,4 (4),0.0814,0.48
Neddylation,Reactome,1,C00013,4 (4),0.0814,0.48
chondroitin sulfate biosynthesis (late stages),HumanCyc,1,C00080,4 (5),0.0814,0.48
Sperm Motility And Taxes,Reactome,1,C00080,4 (4),0.0814,0.48
geranylgeranyldiphosphate biosynthesis,HumanCyc,1,C00013,4 (4),0.0814,0.48
Protein ubiquitination,Reactome,1,C00013,4 (4),0.0814,0.48
Mitochondrial calcium ion transport,Reactome,1,C00080,4 (4),0.0814,0.48
APC/C-mediated degradation of cell cycle proteins,Reactome,1,C00013,4 (4),0.0814,0.48
Regulation of mitotic cell cycle,Reactome,1,C00013,4 (4),0.0814,0.48
Prednisone Metabolism Pathway,SMPDB,1,C00080,4 (4),0.0814,0.48
Prednisone Action Pathway,SMPDB,1,C00080,4 (4),0.0814,0.48
Zidovudine Action Pathway,SMPDB,1,C00013,4 (4),0.0814,0.48
Zalcitabine Action Pathway,SMPDB,1,C00013,4 (4),0.0814,0.48
Stavudine Action Pathway,SMPDB,1,C00013,4 (4),0.0814,0.48
Rilpivirine Action Pathway,SMPDB,1,C00013,4 (4),0.0814,0.48
Nevirapine  Action Pathway,SMPDB,1,C00013,4 (4),0.0814,0.48
Emtricitabine Action Pathway,SMPDB,1,C00013,4 (4),0.0814,0.48
Efavirenz Action Pathway,SMPDB,1,C00013,4 (4),0.0814,0.48
Abacavir Action Pathway,SMPDB,1,C00013,4 (5),0.0814,0.48
Delavirdine Action Pathway,SMPDB,1,C00013,4 (4),0.0814,0.48
Didanosine Action Pathway,SMPDB,1,C00013,4 (4),0.0814,0.48
thioredoxin pathway,HumanCyc,1,C00080,4 (4),0.0814,0.48
Regulation of Hypoxia-inducible Factor (HIF) by oxygen,Wikipathways,1,C00026,4 (4),0.0814,0.48
Potassium Channels,Reactome,1,C00334,4 (4),0.0814,0.48
TCA Cycle Nutrient Utilization and Invasiveness of Ovarian Cancer,Wikipathways,1,C00819,4 (4),0.0814,0.48
SIRT1 negatively regulates rRNA expression,Wikipathways,1,C00153,4 (5),0.0814,0.48
XBP1(S) activates chaperone genes,Wikipathways,1,C00013,4 (4),0.0814,0.48
Fanconi Anemia Pathway,Wikipathways,1,C00013,4 (4),0.0814,0.48
Cytosine methylation,Wikipathways,1,C00026,4 (9),0.0814,0.48
Pyrophosphate hydrolysis,Wikipathways,1,C00013,4 (4),0.0814,0.48
Regulation of mitotic cell cycle,Wikipathways,1,C00013,4 (4),0.0814,0.48
Neddylation,Wikipathways,1,C00013,4 (4),0.0814,0.48
Metabolism,Reactome,26,C00158;C05698;C00013;C00074;C02305;C05512;C00386;C00740;C00087;C00311;C00080;C00047;C01205;C00064;C05689;C00153;C00062;C00077;C00025;C00026;C00475;C05130;C01005;C01026;C00322;C00135,951 (1384),0.0823,0.484
Developmental Biology,Reactome,2,C00025;C00080,23 (26),0.0831,0.486
Glucuronidation,Reactome,2,C00013;C00080,23 (31),0.0831,0.486
arsenate detoxification I (glutaredoxin),HumanCyc,2,C16241;C00080,23 (24),0.0831,0.486
Omega-6 fatty acid metabolism,EHMN,2,C00013;C00080,23 (23),0.0831,0.486
Cellular responses to external stimuli,Reactome,3,C00153;C00080;C00026,50 (57),0.0868,0.507
Metabolism of proteins,Reactome,8,C00064;C00013;C00074;C00062;C00025;C00080;C00047;C00135,220 (269),0.0894,0.519
Gamma carboxylation_ hypusine formation and arylsulfatase activation,Reactome,2,C00013;C00080,24 (33),0.0894,0.519
cholesterol biosynthesis III (via desmosterol),HumanCyc,2,C00013;C00080,24 (32),0.0894,0.519
Mercaptopurine Metabolism Pathway,SMPDB,2,C00064;C00013,24 (24),0.0894,0.519
cholesterol biosynthesis I,HumanCyc,2,C00013;C00080,24 (32),0.0894,0.519
Mercaptopurine Action Pathway,SMPDB,4,C00064;C05512;C00013;C00025,83 (84),0.0959,0.539
Disorders of Folate Metabolism and Transport,Wikipathways,2,C00025;C00135,25 (26),0.0959,0.539
Metabolism of nitric oxide,Reactome,2,C00080;C00062,25 (26),0.0959,0.539
eNOS activation,Reactome,2,C00080;C00062,25 (26),0.0959,0.539
eNOS activation and regulation,Reactome,2,C00080;C00062,25 (26),0.0959,0.539
Mitochondrial Beta-Oxidation of Medium Chain Saturated Fatty Acids,SMPDB,2,C00013;C00080,25 (25),0.0959,0.539
Mitochondrial Beta-Oxidation of Long Chain Saturated Fatty Acids,SMPDB,2,C00013;C00080,25 (26),0.0959,0.539
Platelet homeostasis,Wikipathways,2,C00013;C00080,25 (28),0.0959,0.539
gluconeogenesis,HumanCyc,2,C00074;C00080,25 (26),0.0959,0.539
Thioguanine Action Pathway,SMPDB,4,C00064;C05512;C00013;C00025,84 (85),0.0991,0.539
Transport of bile salts and organic acids_ metal ions and amine compounds,Wikipathways,3,C00158;C00026;C00080,53 (77),0.0992,0.539
glycine/serine biosynthesis,HumanCyc,1,C00065,5 (5),0.101,0.539
Oxidative phosphorylation,Wikipathways,1,C00080,5 (5),0.101,0.539
Amino acid conjugation,Wikipathways,1,C00064,5 (6),0.101,0.539
RNA Polymerase II HIV Promoter Escape,Reactome,1,C00013,5 (5),0.101,0.539
SIRT1 negatively regulates rRNA expression,Reactome,1,C00153,5 (6),0.101,0.539
bupropion degradation,HumanCyc,1,C00080,5 (10),0.101,0.539
lactate fermentation (reoxidation of cytosolic NADH),HumanCyc,1,C00080,5 (5),0.101,0.539
Cytosolic iron-sulfur cluster assembly,Reactome,1,C00080,5 (8),0.101,0.539
Nonhomologous End-Joining (NHEJ),Reactome,1,C00013,5 (5),0.101,0.539
cardiolipin biosynthesis,HumanCyc,1,C00080,5 (9),0.101,0.539
Regulation of PTEN stability and activity,Reactome,1,C00153,5 (5),0.101,0.539
fatty acid elongation -- saturated,HumanCyc,1,C00080,5 (5),0.101,0.539
RNA Polymerase II Transcription Initiation,Reactome,1,C00013,5 (5),0.101,0.539
HDMs demethylate histones,Reactome,1,C00026,5 (5),0.101,0.539
Formation of ATP by chemiosmotic coupling,Reactome,1,C00080,5 (5),0.101,0.539
Uptake and function of anthrax toxins,Reactome,1,C00013,5 (5),0.101,0.539
Electron transport from NADPH to Ferredoxin,Reactome,1,C00080,5 (7),0.101,0.539
thiamin salvage III,HumanCyc,1,C00080,5 (5),0.101,0.539
PKA activation,Reactome,1,C00013,5 (5),0.101,0.539
nitric oxide signaling pathway,BioCarta,1,C00062,5 (5),0.101,0.539
FoxO signaling pathway - Homo sapiens (human),KEGG,1,C00025,5 (5),0.101,0.539
RNA Polymerase II Promoter Escape,Reactome,1,C00013,5 (5),0.101,0.539
APEX1-Independent Resolution of AP Sites via the Single Nucleotide Replacement Pathway,Reactome,1,C00013,5 (5),0.101,0.539
tRNA processing in the mitochondrion,Reactome,1,C00013,5 (5),0.101,0.539
adenine and adenosine salvage II,HumanCyc,1,C00080,5 (5),0.101,0.539
sorbitol degradation I,HumanCyc,1,C00080,5 (5),0.101,0.539
progesterone biosynthesis,HumanCyc,1,C00080,5 (6),0.101,0.539
PRPP biosynthesis,HumanCyc,1,C00080,5 (6),0.101,0.539
glycoaminoglycan-protein linkage region biosynthesis,HumanCyc,1,C00080,5 (5),0.101,0.539
<i>trans_ trans</i>-farnesyl diphosphate biosynthesis,HumanCyc,1,C00013,5 (5),0.101,0.539
Reversible hydration of carbon dioxide,Reactome,1,C00080,5 (5),0.101,0.539
thiosulfate disproportionation III (rhodanese),HumanCyc,1,C00080,5 (5),0.101,0.539
Cross-presentation of particulate exogenous antigens (phagosomes),Reactome,1,C00080,5 (5),0.101,0.539
Translesion Synthesis by POLH,Reactome,1,C00013,5 (5),0.101,0.539
CREB phosphorylation through the activation of Adenylate Cyclase,Reactome,1,C00013,5 (5),0.101,0.539
Translesion synthesis by POLK,Reactome,1,C00013,5 (5),0.101,0.539
Ras activation upon Ca2+ influx through NMDA receptor,Reactome,1,C00025,5 (5),0.101,0.539
PKA activation in glucagon signalling,Reactome,1,C00013,5 (5),0.101,0.539
Unblocking of NMDA receptor_ glutamate binding and activation,Reactome,1,C00025,5 (5),0.101,0.539
CREB phosphorylation through the activation of CaMKII,Reactome,1,C00025,5 (5),0.101,0.539
protein <i>O</i>-[<i>N</i>-acetyl]-glucosylation,HumanCyc,1,C00080,5 (5),0.101,0.539
Thioguanine Metabolism Pathway,SMPDB,1,C00013,5 (5),0.101,0.539
thyroid hormone metabolism I (via deiodination),HumanCyc,1,C00080,5 (11),0.101,0.539
Neurotoxicity of clostridium toxins,Wikipathways,1,C00080,5 (6),0.101,0.539
hypusine biosynthesis,HumanCyc,1,C00080,5 (5),0.101,0.539
Fertilization,Wikipathways,1,C00080,5 (5),0.101,0.539
Reversible hydration of carbon dioxide,Wikipathways,1,C00080,5 (5),0.101,0.539
Nonhomologous End-Joining (NHEJ),Wikipathways,1,C00013,5 (5),0.101,0.539
tRNA modification in the mitochondrion,Wikipathways,1,C00013,5 (6),0.101,0.539
glutathione redox reactions II,HumanCyc,1,C00080,5 (5),0.101,0.539
HIV Transcription Initiation,Reactome,1,C00013,5 (5),0.101,0.539
Heme biosynthesis,Reactome,2,C00013;C00080,26 (28),0.103,0.547
