name,mz,rt,intensity,group_id,degree_cor,sub_group_id,degree,n_nodes,n_edges,label_charge_oligomer,isotope_labels_a,isotope_ids,isotope_labels_b,atoms,molecular_formula,adduct,compound_name,compound_id,exact_mass,ppm_error
3344,252.1343425,322.815828,613898.455,84,1,,,,,,,,,,C10H14N2O3,[M+ACN+H]+,"2,6-Dihydroxypseudooxynicotine",C15986,252.134265,-0.31
3345,252.1564986,680.42607,9669280,243,6,97,4,6,9,[M+ACN+Na]+::1::1||[M+Na+HCOO]+::1::1||[M+Na]+::1::1,C,3381,(13C),10.4,C8H16N2O3||C8H16N2O3||C8H16N2O3,[M+NH4+HCOOH]+||[M+NH4+HCOOH]+||[M+NH4+HCOOH]+,N6-Acetyl-L-lysine||N6-Acetyl-L-lysine||N6-Acetyl-L-lysine||None||None||None,C02727||C02727||C02727||None||None||None,252.155385||252.155385||252.155385,-4.42||-4.42||-4.42
3346,252.1589851,848.27634,4084607,358,4,386,2,4,4,[M+ACN+H]+::1::1||[M+H+HCOOH]+::1::1||[M+H]+::1::1,C,3382,(13C),11.2,C12H18O3||C12H18O3,[M+ACN+H]+||[M+ACN+H]+,None||None||None||(-)-Jasmonic acid||(+)-7-Isojasmonic acid||None||None,None||None||None||C08491||C16317||None||None,252.159417||252.159417,1.71||1.71
3347,252.1629582,61.277316,8197570,5,126,,,,,,,,,,,,,,,
3348,252.1648821,597.692064,315494.7,84,4,,,,,,,,,,,,,,,
3349,252.1716315,796.90848,1242148.3,317,2,263,1,2,1,[M+MeOH+H]+::1::1,,,,,C13H18N2O2,[M+NH4]+,p-Coumaroylputrescine||None,C18326||None,252.170651,-3.89
3350,252.1929604,807.2637,1652574.5,331,1,387,1,2,1,,C,3383,(13C),9.8,C9H20N2O2||C9H20N2O2,[M+NH4+HCOOH]+||[M+NH4+HCOOH]+,"7,8-Diaminononanoate||N6,N6,N6-Trimethyl-L-lysine",C01037||C03793,252.191771||252.191771,-4.72||-4.72
3351,252.1953641,848.21544,23174968,354,4,388,1,2,1,,C,3384,(13C),13.3,,,,,,
3352,252.2164321,571.410723,591107.875,,,,,,,,,,,,,,,,,
3353,252.2270084,844.91706,1363426.5,352,15,384,1,2,1,,(13C),3326,C,13.6,,,,,,
3354,252.613412,361.876104,3596378.7,84,1,,,,,,,,,,,,,,,
3355,252.6238515,83.142108,1708400.01,5,11,,,,,,,,,,,,,,,
3356,252.6367572,301.372353,1779684.8,84,7,323,2,3,2,[M+MeOH+H]+::1::1,C,3386,(13C),23.5,,,None||None,None||None,,
3357,252.6367348,102.353349,12107340.6,5,8,,,,,,,,,,,,,,,
3358,252.64221,330.087036,1582920.9,84,24,,,,,,,,,,,,,,,
3359,252.6647736,60.6843,2255721.3,5,140,,,,,,,,,,,,,,,
3360,252.8824253,57.4234902,293398.14,5,6,1,3,261,518,[M+H]+::1::1||[M+K+HCOOH]+::1::1||[M+K]+::1::1,,,,,,,None||None||None||None||None||None,None||None||None||None||None||None,,
3361,252.9704805,1383.88746,25757782,,,,,,,,,,,,,,,,,
3362,252.9965762,738.21294,605370.1,282,28,378,2,27,51,[M+H-NH3]+::1::1,"(34S),(41K)","32,993,299","S,K","14.4,9.0",C5H4N4O3,[M+K+HCOOH]+,Urate||None,C00366||None,252.996968,1.55
3363,253.0113348,58.0877064,622170.635,5,29,1,4,261,518,[M+ACN+Na]+::1::1||[M+H-NH3]+::1::1||[M+H]+::1::1||[M+MeOH+H]+::1::1||[M+Na+HCOO]+::1::1||[M+Na]+::1::1,,,,,C8H8O4||C8H8O4||C9H10O6||C8H8O4||C8H8O4||C8H8O4||C8H8O4||C9H10O6||C8H8O4||C8H8O4||C8H8O4||C8H8O4||C9H10O6||C8H8O4||C8H8O4||C8H8O4||C8H8O4||C9H10O6||C8H8O4||C8H8O4||C8H8O4||C8H8O4||C9H10O6||C8H8O4||C8H8O4||C8H8O4||C8H8O4||C9H10O6||C8H8O4||C8H8O4||C7H12NO8P,[M+K+HCOOH]+||[M+K+HCOOH]+||[M+K]+||[M+K+HCOOH]+||[M+K+HCOOH]+||[M+K+HCOOH]+||[M+K+HCOOH]+||[M+K]+||[M+K+HCOOH]+||[M+K+HCOOH]+||[M+K+HCOOH]+||[M+K+HCOOH]+||[M+K]+||[M+K+HCOOH]+||[M+K+HCOOH]+||[M+K+HCOOH]+||[M+K+HCOOH]+||[M+K]+||[M+K+HCOOH]+||[M+K+HCOOH]+||[M+K+HCOOH]+||[M+K+HCOOH]+||[M+K]+||[M+K+HCOOH]+||[M+K+HCOOH]+||[M+K+HCOOH]+||[M+K+HCOOH]+||[M+K]+||[M+K+HCOOH]+||[M+K+HCOOH]+||[M+H-NH3]+,"Homogentisate||3,4-Dihydroxyphenylacetate||2-Hydroxy-6-oxonona-2,4-diene-1,9-dioate||3,4-Dihydroxymandelaldehyde||2,6-Dihydroxyphenylacetate||Homogentisate||3,4-Dihydroxyphenylacetate||2-Hydroxy-6-oxonona-2,4-diene-1,9-dioate||3,4-Dihydroxymandelaldehyde||2,6-Dihydroxyphenylacetate||Homogentisate||3,4-Dihydroxyphenylacetate||2-Hydroxy-6-oxonona-2,4-diene-1,9-dioate||3,4-Dihydroxymandelaldehyde||2,6-Dihydroxyphenylacetate||Homogentisate||3,4-Dihydroxyphenylacetate||2-Hydroxy-6-oxonona-2,4-diene-1,9-dioate||3,4-Dihydroxymandelaldehyde||2,6-Dihydroxyphenylacetate||Homogentisate||3,4-Dihydroxyphenylacetate||2-Hydroxy-6-oxonona-2,4-diene-1,9-dioate||3,4-Dihydroxymandelaldehyde||2,6-Dihydroxyphenylacetate||Homogentisate||3,4-Dihydroxyphenylacetate||2-Hydroxy-6-oxonona-2,4-diene-1,9-dioate||3,4-Dihydroxymandelaldehyde||2,6-Dihydroxyphenylacetate||None||N-Acetyl-L-glutamate 5-phosphate||None||None||None||None",C00544||C01161||C04479||C05577||C06207||C00544||C01161||C04479||C05577||C06207||C00544||C01161||C04479||C05577||C06207||C00544||C01161||C04479||C05577||C06207||C00544||C01161||C04479||C05577||C06207||C00544||C01161||C04479||C05577||C06207||None||C04133||None||None||None||None,253.010887||253.010887||253.0108974||253.010887||253.010887||253.010887||253.010887||253.0108974||253.010887||253.010887||253.010887||253.010887||253.0108974||253.010887||253.010887||253.010887||253.010887||253.0108974||253.010887||253.010887||253.010887||253.010887||253.0108974||253.010887||253.010887||253.010887||253.010887||253.0108974||253.010887||253.010887||253.010783,-1.77||-1.77||-1.73||-1.77||-1.77||-1.77||-1.77||-1.73||-1.77||-1.77||-1.77||-1.77||-1.73||-1.77||-1.77||-1.77||-1.77||-1.73||-1.77||-1.77||-1.77||-1.77||-1.73||-1.77||-1.77||-1.77||-1.77||-1.73||-1.77||-1.77||-2.18
3364,253.0379801,528.24981,2083822.65,166,30,98,2,32,63,[M+ACN+H]+::1::1||[M+H-H2O]+::1::1,,,,,,,None||None||None||None,None||None||None||None,,
3365,253.0476643,57.0589602,13059296.7,5,21,,,,,,,,,,C5H15NO3P,[M+K+HCOOH]+,N-Trimethyl-2-aminoethylphosphonate,C06459,253.047583,-0.32
3366,253.0476526,595.966686,1190825.07,,,,,,,,,,,,C5H15NO3P,[M+K+HCOOH]+,N-Trimethyl-2-aminoethylphosphonate,C06459,253.047583,-0.28
3367,253.0492726,676.18638,610349.95,,,,,,,,,,,,,,,,,
3368,253.0742625,561.884364,1743364.8,,,,,,,,,,,,,,,,,
3369,253.0815735,111.324096,302690.05,5,30,95,1,10,11,[M+MeOH+H]+::1::1,,,,,C7H11NO5||C10H7NO3||C10H7NO3||C7H11NO5||C11H12N2O5||C9H9NO5||C10H7NO3||C10H7NO3,[M+ACN+Na]+||[M+NH4+HCOOH]+||[M+NH4+HCOOH]+||[M+ACN+Na]+||[M+H]+||[M+ACN+H]+||[M+NH4+HCOOH]+||[M+NH4+HCOOH]+,"N-Acetyl-L-glutamate||4-Hydroxy-2-quinolinecarboxylic acid||N-Acetylisatin||L-2-Amino-6-oxoheptanedioate||5-Hydroxy-N-formylkynurenine||5-(2'-Formylethyl)-4,6-dihydroxypicolinate||1-Nitronaphthalene-5,6-oxide||1-Nitronaphthalene-7,8-oxide||None",C00624||C01717||C02172||C03871||C05648||C05654||C14800||C14802||None,253.080592||253.081886||253.081886||253.080592||253.0818974||253.081895||253.081886||253.081886,-3.88||1.23||1.23||-3.88||1.28||1.27||1.23||1.23
3370,253.0931771,232.517916,8143074.44,58,11,389,3,5,6,[M+ACN+H]+::1::1||[M+H+HCOOH]+::1::1||[M+H]+::1::1,C,3395,(13C),8.8,C10H12N4O4,[M+H]+,None||None||None||None||None||Deoxyinosine,None||None||None||None||None||C05512,253.0931314,-0.18
3371,253.112394,207.511608,1152725.76,58,2,385,1,2,1,,(13C),3341,C,9.7,,,,,,
3372,253.1180271,178.632492,8129003.57,,,,,,,,,,,,,,,,,
3373,253.1182186,236.936157,14258213.6,58,4,390,1,2,1,,C,3399,(13C),10.5,C11H12N2O3,[M+MeOH+H]+,5-Hydroxy-L-tryptophan,C00643,253.119382,4.6
3374,253.1181819,381.193857,8918721.52,84,2,391,1,2,1,,C,3400,(13C),12.8,C11H12N2O3,[M+MeOH+H]+,5-Hydroxy-L-tryptophan,C00643,253.119382,4.74
3375,253.1235878,350.067921,5792739.795,84,38,,,,,,,,,,,,,,,
3376,253.1290632,66.042897,3275073.535,5,74,5,2,315,577,[M+ACN+H]+::1::1||[M+MeOH+H]+::1::1,,,,,,,None||None||None||None,None||None||None||None,,
3377,253.1382942,300.59961,2465982.1,84,3,,,,,,,,,,,,,,,
3378,253.1405104,768.52038,16154311,296,9,298,2,4,4,[M+ACN+Na]+::1::1||[M+Na+HCOO]+::1::1||[M+Na]+::1::1,C,3404,(13C),10.4,,,None||None||None||None||None||None,None||None||None||None||None||None,,
3379,253.1522743,342.931989,1331338.67,,,,,,,,,,,,,,,,,
3380,253.1572697,709.98318,1401244.21,264,8,314,2,5,5,[M+H]+::1::1||[M+NH4+HCOOH]+::1::1||[M+NH4]+::1::1,,,,,,,None||None||None||None||None||None,None||None||None||None||None||None,,
3381,253.1598102,679.85739,1107392.95,243,6,97,2,6,9,[M+ACN+Na]+::1::1||[M+Na+HCOO]+::1::1||[M+Na]+::1::1,(13C),3345,C,10.4,,,None||None||None||None||None||None,None||None||None||None||None||None,,
3382,253.1623765,848.43114,501853.2,358,3,386,2,4,4,[M+ACN+H]+::1::1||[M+H+HCOOH]+::1::1||[M+H]+::1::1,(13C),3346,C,11.2,,,None||None||None||None||None||None,None||None||None||None||None||None,,
3383,253.1962167,807.46635,178154.69,331,1,387,1,2,1,,(13C),3350,C,9.8,,,,,,
3384,253.1987023,848.23086,3384836,354,3,388,1,2,1,,(13C),3351,C,13.3,,,,,,
3385,253.2134862,914.68449,2305800,381,2,,,,,,,,,,,,,,,
3386,253.6395426,301.143792,460232.21,84,4,323,1,3,2,,(13C),3356,C,23.5,,,,,,
3387,253.6520602,365.412672,3580218.12,84,2,,,,,,,,,,,,,,,
3388,253.6698266,489.739506,1928975.2,84,23,,,,,,,,,,,,,,,
3389,253.8248146,392.649636,394817.36,84,16,,,,,,,,,,,,,,,
3390,253.88064,33.9535626,133086.965,3,36,317,1,2,1,[M+ACN+Na]+::1::1,,,,,,,None||None,None||None,,
3391,253.909699,21.7840902,156525.705,1,26,163,1,12,16,[M+ACN+Na]+::1::1,,,,,,,None||None,None||None,,
3392,254.051118,595.163313,1129124.99,189,4,,,,,,,,,,C6H6O7,[M+NH4+HCOOH]+,Oxalosuccinate,C05379,254.050646,-1.86
3393,254.0560228,21.3661668,114289.6,1,23,163,3,12,16,[M+ACN+Na]+::1::1||[M+H+HCOOH]+::1::1||[M+H]+::1::1||[M+K+HCOOH]+::1::1||[M+NH4+HCOOH]+::1::1||[M+Na+HCOO]+::1::1,,,,,,,None||None||None||None||None||None||None||None||None||None||None||None,None||None||None||None||None||None||None||None||None||None||None||None,,
3394,254.0838295,34.4664297,63345.97,,,,,,,,,,,,,,,,,
3395,254.0963536,232.489896,788950.656,58,10,389,2,5,6,[M+ACN+H]+::1::1||[M+H+HCOOH]+::1::1||[M+H]+::1::1,(13C),3370,C,8.8,,,None||None||None||None||None||None,None||None||None||None||None||None,,
3396,254.101882,563.339382,437680.65,176,2,392,1,2,1,[M+NH4+HCOOH]+::1::1||[M+NH4]+::1::1,,,,,C11H13NO3||C8H14O5||C11H13NO3||C11H13NO3||C8H14O5||C11H13NO3,[M+H+HCOOH]+||[M+ACN+Na]+||[M+H+HCOOH]+||[M+H+HCOOH]+||[M+ACN+Na]+||[M+H+HCOOH]+,N-Acetyl-L-phenylalanine||(R)-3-((R)-3-Hydroxybutanoyloxy)butanoate||N-Acetyl-D-phenylalanine||N-Acetyl-L-phenylalanine||(R)-3-((R)-3-Hydroxybutanoyloxy)butanoate||N-Acetyl-D-phenylalanine||None||None,C03519||C04546||C05620||C03519||C04546||C05620||None||None,254.102289||254.100994||254.102289||254.102289||254.100994||254.102289,1.6||-3.49||1.6||1.6||-3.49||1.6
3397,254.1066407,699.42075,761479.6,,,,,,,,,,,,,,,,,
3398,254.114941,108.084711,619049.46,5,5,,,,,,,,,,,,,,,
3399,254.1215364,237.278436,1642631.2,58,3,390,1,2,1,,(13C),3373,C,10.5,,,,,,
3400,254.1213884,381.154368,1254234.61,84,2,391,1,2,1,,(13C),3374,C,12.8,,,,,,
3401,254.1218095,781.31022,2895518.4,308,31,,,,,,,,,,,,,,,
3402,254.1412244,715.70928,4606738.6,259,15,319,3,34,47,[M+ACN+H]+::1::1||[M+H+HCOOH]+::1::1||[M+H]+::1::1||[M+NH4+HCOOH]+::1::1||[M+NH4]+::1::1,,,,,,,None||None||None||None||None||None||None||None||None||None,None||None||None||None||None||None||None||None||None||None,,
3403,254.1421364,848.51208,3124921,354,14,,,,,,,,,,,,,,,
3404,254.1438104,768.50886,1841449,296,8,298,2,4,4,[M+ACN+Na]+::1::1||[M+Na+HCOO]+::1::1||[M+Na]+::1::1,(13C),3378,C,10.4,,,None||None||None||None||None||None,None||None||None||None||None||None,,
3405,254.1610707,317.24343,1924709.8,99,2,393,1,2,1,,C,3439,(13C),7.6,,,,,,
3406,254.1720425,707.82498,494308.8,259,1,,,,,,,,,,,,,,,
3407,254.1722208,625.01514,15814564.6,205,7,191,2,5,5,[M+MeOH+H]+::1::1,C,3440,(13C),10.5,,,None||None,None||None,,
3408,254.1744605,760.31574,847177.7,296,5,,,,,,,,,,C12H20O3||C12H20O3,[M+ACN+H]+||[M+ACN+H]+,Traumatin||12-Oxo-9(Z)-dodecenoic acid,C16309||C16311,254.175068||254.175068,2.39||2.39
3409,254.1860429,532.942767,768196.63,,,,,,,,,,,,,,,,,
3410,254.210893,786.94326,1687923.9,,,,,,,,,,,,C15H24O2,[M+NH4]+,Farnesoic acid,C16502,254.211453,2.2
3411,254.2471945,1069.09629,1543078.6,418,24,394,1,17,27,[M+H-NH3]+::1::1,,,,,,,None||None,None||None,,
3412,254.2472272,820.97352,1803756,,,,,,,,,,,,,,,,,
3413,254.2475524,910.15848,61275103.1,380,5,395,2,4,4,[M+ACN+H]+::1::1||[M+H+HCOOH]+::1::1||[M+H]+::1::1,C,3446,(13C),17.3,,,None||None||None||None||None||None,None||None||None||None||None||None,,
3414,254.6128235,152.779986,134888.465,58,10,,,,,,,,,,,,,,,
3415,254.6235125,781.1181,752524.525,308,31,295,1,3,2,[M+ACN+H]+::1::1,,,,,,,None||None,None||None,,
3416,254.6438476,848.52546,1002842.95,354,13,,,,,,,,,,,,,,,
3417,254.6471552,429.585168,4648846.63,84,2,,,,,,,,,,,,,,,
3418,254.6530983,170.91063,17604191.44,58,10,,,,,,,,,,,,,,,
3419,254.7973107,370.247253,951822.93,84,37,,,,,,,,,,,,,,,
3420,254.8337359,373.272585,993060.98,84,20,,,,,,,,,,,,,,,
3421,254.9924276,349.661868,144598.405,,,,,,,,,,,,,,,,,
3422,255.0472722,57.670188,299026.91,5,7,,,,,,,,,,,,,,,
3423,255.0593856,58.6121415,640408.025,5,64,302,1,2,1,[M+ACN+Na]+::1::1||[M+Na+HCOO]+::1::1||[M+Na]+::1::1,,,,,,,None||None||None||None||None||None,None||None||None||None||None||None,,
3424,255.0632866,666.50625,45189120.95,233,12,303,5,7,9,[M+ACN+Na]+::1::1||[M+H]+::1::1||[M+Na+HCOO]+::1::1||[M+Na]+::1::1,"C,K,S","345,534,843,484","(13C),(41K),(34S)","6.7,0.6,0.9",C7H14N2O6S,[M+H]+,None||None||None||None||None||5-L-Glutamyl-taurine||None||None,None||None||None||None||None||C05844||None||None,255.0645334,4.89
3425,255.0710679,528.338844,536532.47,166,32,98,3,32,63,[M+H+HCOOH]+::1::1||[M+K+HCOOH]+::1::1||[M+NH4+HCOOH]+::1::1||[M+Na+HCOO]+::1::1,"K,S","34,853,485","(41K),(34S)","62.3,99.6",,,None||None||None||None||None||None||None||None,None||None||None||None||None||None||None||None,,
3426,255.0974555,75.442482,21165109.25,5,5,396,1,2,1,,C,3459,(13C),10.3,C10H12N2O3||C10H9NO3||C10H12N2O3||C11H14N2O5||C11H14N2O5||C10H9NO3||C7H13NO5,[M+H+HCOOH]+||[M+NH4+HCOOH]+||[M+H+HCOOH]+||[M+H]+||[M+H]+||[M+NH4+HCOOH]+||[M+ACN+Na]+,"L-Kynurenine||5-Hydroxyindoleacetate||Formyl-5-hydroxykynurenamine||2-Hydroxyfelbamate||p-Hydroxyfelbamate||5-Phenyl-1,3-oxazinane-2,4-dione||2-Amino-3,7-dideoxy-D-threo-hept-6-ulosonic acid",C00328||C05635||C05647||C16582||C16584||C16596||C16850,255.097538||255.097536||255.097538||255.0975484||255.0975484||255.097536||255.096243,0.32||0.32||0.32||0.36||0.36||0.32||-4.75
3427,255.1050619,270.994605,361990.98,85,3,,,,,,,,,,,,,,,
3428,255.1133294,634.90509,1360193.75,214,4,397,1,2,1,,C,3460,(13C),6.4,C15H14N2O2,[M+H]+,10-Hydroxycarbazepine,C07493,255.1128044,-2.06
3429,255.1220075,741.36735,1745654,283,8,221,2,3,2,[M+H+HCOOH]+::1::1||[M+K+HCOOH]+::1::1||[M+NH4+HCOOH]+::1::1||[M+Na+HCOO]+::1::1,C,3461,(13C),7.8,,,None||None||None||None||None||None||None||None,None||None||None||None||None||None||None||None,,
3430,255.1257066,660.81996,387028.44,229,8,320,3,7,10,[M+ACN+H]+::1::1||[M+H+HCOOH]+::1::1||[M+H-NH3]+::1::1||[M+H]+::1::1,,,,,,,None||None||None||None||None||None||None||None,None||None||None||None||None||None||None||None,,
3431,255.1349746,762.83289,4349694.5,296,19,398,1,2,1,,C,3463,(13C),9.4,,,,,,
3432,255.1393876,327.984909,2539571.4,84,45,,,,,,,,,,,,,,,
3433,255.1449185,73.538076,8174140.5,21,1,,,,,,,,,,,,,,,
3434,255.1450615,236.638899,2330834.61,58,18,139,1,3,2,[M+ACN+H]+::1::1||[M+ACN+Na]+::1::1,,,,,,,None||None||None||None,None||None||None||None,,
3435,255.1450473,375.351222,1134403.11,84,13,,,,,,,,,,,,,,,
3436,255.1491454,429.770121,1066165.62,84,1,,,,,,,,,,,,,,,
3437,255.1547564,170.120844,3598606.8,58,9,330,1,2,1,[M+MeOH+H]+::1::1,,,,,,,None||None,None||None,,
3438,255.1582538,708.06882,10799717,260,3,399,1,2,1,,C,3468,(13C),11.2,,,,,,
3439,255.1645386,317.02119,161791.33,99,2,393,1,2,1,,(13C),3405,C,7.6,,,,,,
3440,255.1755165,625.02312,1818441.8,205,6,191,2,5,5,[M+MeOH+H]+::1::1,(13C),3407,C,10.5,,,None||None,None||None,,
3441,255.1926129,846.68004,2365780,357,2,,,,,,,,,,,,,,,
3442,255.1948815,783.84,1794843.5,307,13,400,2,4,4,[M+H]+::1::1,C,3470,(13C),11.6,,,None||None,None||None,,
3443,255.2103948,904.84095,510909.4,378,5,401,2,5,5,[M+H]+::1::1||[M+K]+::1::1||[M+NH4]+::1::1||[M+Na]+::1::1,,,,,,,None||None||None||None||None||None||None||None,None||None||None||None||None||None||None||None,,
3444,255.2314151,846.88356,2582795.05,356,1,402,1,3,2,[M+H-H2O]+::1::1,,,,,C16H30O2,[M+H]+,(9Z)-Hexadecenoic acid||None,C08362||None,255.2318564,1.73
3445,255.2425873,784.58016,397780.23,307,13,,,,,,,,,,,,,,,
3446,255.250807,910.0497,11660533.27,380,5,395,2,4,4,[M+ACN+H]+::1::1||[M+H+HCOOH]+::1::1||[M+H]+::1::1,(13C),3413,C,17.3,,,None||None||None||None||None||None,None||None||None||None||None||None,,
3447,255.6189291,206.184822,419029.31,58,24,,,,,,,,,,,,,,,
3448,255.6314434,165.481191,1895504.21,58,8,,,,,,,,,,,,,,,
3449,255.6550132,431.36949,1179956.62,84,15,,,,,,,,,,,,,,,
3450,255.8046255,377.760048,3025676.79,84,20,,,,,,,,,,,,,,,
3451,255.9434724,1376.1975,30822855,462,7,403,1,2,1,[M+H]+::1::1,,,,,,,None||None,None||None,,
3452,255.9442389,53.8788153,1589317.87,5,45,1,4,261,518,[M+ACN+H]+::1::1||[M+ACN+Na]+::1::1,,,,,,,None||None||None||None,None||None||None||None,,
3453,256.0152679,53.5038567,695555.4,5,82,1,2,261,518,[M+ACN+H]+::1::1||[M+ACN+Na]+::1::1,,,,,,,None||None||None||None,None||None||None||None,,
3454,256.0610621,113.360979,829045.62,5,37,,,,,,,,,,,,,,,
3455,256.0667242,667.62756,3322212.37,233,17,303,2,7,9,[M+ACN+Na]+::1::1||[M+Na+HCOO]+::1::1||[M+Na]+::1::1,(13C),3424,C,6.7,C6H8O7||C6H8O7||C6H8O7||C6H8O7||C6H8O7||C6H8O7||C6H8O7||C6H8O7||C6H8O7||C6H8O7||C6H8O7||C6H8O7||C6H8O7||C6H8O7||C6H8O7||C6H8O7||C6H8O7||C6H8O7||C6H8O7||C6H8O7||C6H8O7,[M+NH4+HCOOH]+||[M+NH4+HCOOH]+||[M+NH4+HCOOH]+||[M+NH4+HCOOH]+||[M+NH4+HCOOH]+||[M+NH4+HCOOH]+||[M+NH4+HCOOH]+||[M+NH4+HCOOH]+||[M+NH4+HCOOH]+||[M+NH4+HCOOH]+||[M+NH4+HCOOH]+||[M+NH4+HCOOH]+||[M+NH4+HCOOH]+||[M+NH4+HCOOH]+||[M+NH4+HCOOH]+||[M+NH4+HCOOH]+||[M+NH4+HCOOH]+||[M+NH4+HCOOH]+||[M+NH4+HCOOH]+||[M+NH4+HCOOH]+||[M+NH4+HCOOH]+,"Citrate||Isocitrate||5-Dehydro-4-deoxy-D-glucarate||2-Dehydro-3-deoxy-D-glucarate||(4R,5S)-4,5,6-Trihydroxy-2,3-dioxohexanoate||D-Galactaro-1,5-lactone||D-Galactaro-1,4-lactone||Citrate||Isocitrate||5-Dehydro-4-deoxy-D-glucarate||2-Dehydro-3-deoxy-D-glucarate||(4R,5S)-4,5,6-Trihydroxy-2,3-dioxohexanoate||D-Galactaro-1,5-lactone||D-Galactaro-1,4-lactone||Citrate||Isocitrate||5-Dehydro-4-deoxy-D-glucarate||2-Dehydro-3-deoxy-D-glucarate||(4R,5S)-4,5,6-Trihydroxy-2,3-dioxohexanoate||D-Galactaro-1,5-lactone||D-Galactaro-1,4-lactone||None||None||None",C00158||C00311||C00679||C03921||C04575||C20889||C20896||C00158||C00311||C00679||C03921||C04575||C20889||C20896||C00158||C00311||C00679||C03921||C04575||C20889||C20896||None||None||None,256.066296||256.066296||256.066296||256.066296||256.066296||256.066296||256.066296||256.066296||256.066296||256.066296||256.066296||256.066296||256.066296||256.066296||256.066296||256.066296||256.066296||256.066296||256.066296||256.066296||256.066296,-1.67||-1.67||-1.67||-1.67||-1.67||-1.67||-1.67||-1.67||-1.67||-1.67||-1.67||-1.67||-1.67||-1.67||-1.67||-1.67||-1.67||-1.67||-1.67||-1.67||-1.67
3456,256.08151,79.019916,462415.285,5,3,,,,,,,,,,C7H12O6||C10H9NO5||C9H10O6||C10H11NO4||C10H9NO5||C10H9NO5||C10H11NO4,[M+ACN+Na]+||[M+MeOH+H]+||[M+ACN+H]+||[M+H+HCOOH]+||[M+MeOH+H]+||[M+MeOH+H]+||[M+H+HCOOH]+,"Quinate||7,8-Dihydro-7,8-dihydroxykynurenate||2-Hydroxy-6-oxonona-2,4-diene-1,9-dioate||p-Hydroxyphenylacetylglycine||4-(2-Amino-3-hydroxyphenyl)-2,4-dioxobutanoate||4-(2-Amino-5-hydroxyphenyl)-2,4-dioxobutanoate||3-Carbamoyl-2-phenylpropionic acid",C00296||C01249||C04479||C05596||C05645||C05652||C16591,256.080258||256.082662||256.081561||256.081554||256.082662||256.082662||256.081554,-4.89||4.5||0.2||0.17||4.5||4.5||0.17
3457,256.0850152,491.697408,2376812.17,147,14,,,,,,,,,,C16H16O4,[M+H-NH3]+,Deoxyshikonin,C18133,256.085589,2.24
3458,256.0973495,666.07734,644558.115,231,3,306,1,2,1,[M+ACN+Na]+::1::1||[M+Na+HCOO]+::1::1||[M+Na]+::1::1,,,,,C14H11NO||C14H11NO||C14H11NO,[M+H+HCOOH]+||[M+H+HCOOH]+||[M+H+HCOOH]+,2-Hydroxyiminostilbene||2-Hydroxyiminostilbene||2-Hydroxyiminostilbene||None||None||None,C16604||C16604||C16604||None||None||None,256.09681||256.09681||256.09681,-2.11||-2.11||-2.11
3459,256.1007121,77.459142,2395356.715,5,3,396,1,2,1,,(13C),3426,C,10.3,C20H16O||C20H16O||C20H16O,[M+H-NH3]+||[M+H-NH3]+||[M+H-NH3]+,"1a,11b-Dihydro-4,9-dimethylbenz[a]anthra[3,4-b]oxirene||7-Hydroxymethyl-12-methylbenz[a]anthracene||7,12-Dimethylbenz[a]anthracene 5,6-oxide",C19489||C19561||C19604,256.100845||256.100845||256.100845,0.52||0.52||0.52
3460,256.1166588,634.89036,95548.34,214,3,397,1,2,1,,(13C),3428,C,6.4,C9H17NO3,[M+Na+HCOO]+,8-Amino-7-oxononanoate,C01092,256.115531,-4.4
3461,256.1253876,741.48972,148893.825,283,5,221,1,3,2,,(13C),3429,C,7.8,,,,,,
3462,256.12702,58.052037,283358.94,5,39,5,1,315,577,[M+Na]+::1::1,,,,,,,None||None,None||None,,
3463,256.1385822,762.8727,451818.4,296,14,398,1,2,1,,(13C),3431,C,9.4,,,,,,
3464,256.1390385,376.338138,1146505.95,84,23,,,,,,,,,,,,,,,
3465,256.1435264,810.13404,91680.05,334,1,308,1,2,1,[M+ACN+Na]+::1::1||[M+Na+HCOO]+::1::1||[M+Na]+::1::1,,,,,,,None||None||None||None||None||None,None||None||None||None||None||None,,
3466,256.1527257,89.073198,2804914.54,5,39,,,,,,,,,,,,,,,
3467,256.153942,566.40882,520892.185,,,,,,,,,,,,,,,,,
3468,256.1620363,708.24036,1325042.4,260,2,399,1,2,1,,(13C),3438,C,11.2,,,,,,
3469,256.175267,398.363382,766804.05,119,3,327,1,2,1,[M+H]+::1::1||[M+NH4+HCOOH]+::1::1||[M+NH4]+::1::1,,,,,,,None||None||None||None||None||None,None||None||None||None||None||None,,
3470,256.1981432,784.02654,228066.6,307,14,400,2,4,4,[M+H]+::1::1,(13C),3442,C,11.6,,,None||None,None||None,,
3471,256.2631785,956.067,440717925,389,12,404,3,7,8,[M+ACN+H]+::1::1||[M+H+HCOOH]+::1::1||[M+H]+::1::1,C,3508,(13C),15,,,None||None||None||None||None||None,None||None||None||None||None||None,,
3472,256.5034688,363.258744,645982.215,84,26,,,,,,,,,,,,,,,
3473,256.5956743,219.938175,291729.165,58,2,405,1,2,1,[M+H-NH3]+::1::1||[M+H]+::1::1,,,,,,,None||None||None||None,None||None||None||None,,
3474,256.6178693,375.420882,1309568.709,84,5,,,,,,,,,,,,,,,
